Ligand,Binding Energy,Intermol Energy,Internal Energy,Torsional Energy,Unbound Energy,RMSD
6gpo_macro_cmp,-3.64,-4.54,-1.12,0.89,-1.12,5.03
6gpo_macro_cmp,-4.96,-5.86,-0.27,0.89,-0.27,5.06
6gpo_macro_cmp,-4.19,-5.08,-0.96,0.89,-0.96,5.07
6gpo_macro_cmp,-4.6,-5.5,-0.83,0.89,-0.83,5.07
6gpo_macro_cmp,-4.31,-5.2,-0.87,0.89,-0.87,5.08
6gpo_macro_cmp,-4.26,-5.16,-0.88,0.89,-0.88,5.09
6gpo_macro_cmp,-3.76,-4.66,-1.59,0.89,-1.59,5.11
6gpo_macro_cmp,-3.81,-4.71,-1.59,0.89,-1.59,5.11
6gpo_macro_cmp,-3.53,-4.43,-1.51,0.89,-1.51,5.12
6gpo_macro_cmp,-4.14,-5.03,-1.1,0.89,-1.1,5.18
6gpo_macro_cmp,-3.99,-4.88,-1.11,0.89,-1.11,5.23
6gpo_macro_cmp,-3.98,-4.87,-1.08,0.89,-1.08,5.25
6gpo_macro_cmp,-4.56,-5.46,-0.58,0.89,-0.58,5.29
6gpo_macro_cmp,-4.05,-4.95,-1.12,0.89,-1.12,5.33
6gpo_macro_cmp,-4.34,-5.23,-0.59,0.89,-0.59,5.34
6gpo_macro_cmp,-3.85,-4.74,-1.5,0.89,-1.5,5.36
